,name,student_body,median_parent_income,median_child_income,cost_of_attendance,pell_aid_per_student,institutional_grant_aid_avg,debt_median,student_income_10_years_median,clusters,cluster
960,Florida Gulf Coast University,13253.0,78900,39700,17539.0,1372.11,1962.3,11000.0,42100.0,2,purple
961,Florida Institute of Technology,3348.0,86300,59600,51312.0,1004.762,14295.06,7126.0,56600.0,1,pink
963,Florida International University,39102.0,66700,46800,18784.0,2075.0460000000003,2312.5,11427.0,46300.0,2,purple
964,Florida Memorial University,1478.0,33400,29300,25090.0,3885.1,5601.05,18750.0,27600.0,0,light pink
965,Florida Southern College,2352.0,85400,38700,40347.0,1369.7579999999998,10914.3,15000.0,41400.0,1,pink
966,Florida State College at Jacksonville,22539.0,66600,30100,11793.0,1254.481,983.0,4500.0,31900.0,2,purple
967,Florida State University,32432.0,100500,46400,21408.0,1262.906,1843.2,17872.0,46400.0,1,pink
968,Florida Technical College,2977.0,39200,22800,18980.0,2715.503,754.45,9500.0,24600.0,0,light pink
969,Fontbonne University,1121.0,88800,37300,32882.0,1357.935,8878.87,20917.0,40800.0,1,pink
970,Foothill College,13478.0,80200,33900,10016.0,292.2547,126.15,6334.0,46500.0,2,purple
971,De Anza College,20317.0,80200,33900,9855.0,582.0414,134.16,5056.0,41700.0,2,purple
972,Fordham University,8485.0,113300,63300,59105.0,886.8464,16160.8,20500.0,59200.0,3,dark purple
973,Forsyth Technical Community College,8325.0,67300,24900,9265.0,2339.271,2386.08,7372.0,26300.0,2,purple
974,Fort Hays State University,11298.0,71100,38500,15567.0,1086.387,1062.6,9577.0,38200.0,2,purple
975,Fort Lewis College,3609.0,90600,32700,21691.0,1322.124,2897.25,9500.0,35200.0,2,purple
978,Fort Scott Community College,1316.0,56800,28600,9557.0,2000.183,753.92,5500.0,31800.0,0,light pink
979,Fort Valley State University,2172.0,45100,30900,20479.0,3421.725,3095.01,19000.0,30900.0,0,light pink
980,Fortis College,287.0,27900,23500,22998.0,2923.0440000000003,166.05,9500.0,27100.0,0,light pink
981,Fortis Institute,340.0,27900,23500,26230.0,2408.15,278.32,9500.0,27100.0,0,light pink
983,Fortis College-Largo,207.0,35100,15800,26230.0,1910.887,0.0,9500.0,22900.0,0,light pink
984,Fortis College-Indianapolis,231.0,35100,15800,26414.0,3554.773,630.8,9500.0,22900.0,0,light pink
986,Fortis College-Ravenna,269.0,50000,16500,28194.0,3919.482,5801.91,9336.0,25800.0,0,light pink
987,Fortis College-Norfolk,315.0,50000,16500,38847.0,3643.445,160.0,9336.0,25800.0,0,light pink
988,Fortis College-Richmond,491.0,50000,16500,25360.0,2218.41,2612.06,9336.0,25800.0,0,light pink
989,Fortis Institute-Cookeville,226.0,33200,21800,26428.0,3273.6020000000003,1956.04,9355.0,26000.0,0,light pink
990,Fortis Institute,276.0,33200,21800,34073.0,2883.768,145.04,9355.0,26000.0,0,light pink
991,Fortis Institute-Miami,26.0,33200,21800,25972.0,3041.383,519.84,9355.0,26000.0,0,light pink
992,Fox College,354.0,70500,28000,25886.0,2514.847,833.25,11627.5,33500.0,2,purple
993,Fox Valley Technical College,7041.0,74600,32700,13068.0,1036.404,374.68,5500.0,36100.0,2,purple
994,Francis Marion University,3249.0,68500,34100,18828.0,2445.507,2725.03,16000.0,33100.0,2,purple
995,Francis Tuttle Technology Center,977.0,57900,21500,11312.0,739.5976,486.0,3500.0,32000.0,0,light pink
996,Franciscan University of Steubenville,2065.0,102500,29500,33851.0,1019.092,6390.9,19500.0,37700.0,1,pink
997,Franklin and Marshall College,2182.0,162900,57800,60765.0,608.8406,17066.5,21000.0,58900.0,3,dark purple
1000,Franklin College,1022.0,85300,44000,39697.0,1620.927,12347.28,20500.0,44100.0,1,pink
1001,Franklin Pierce University,1702.0,86300,39100,45898.0,938.19,15274.17,12000.0,39700.0,1,pink
1002,Franklin University,4592.0,65800,40100,27742.0,1549.132,3319.34,12500.0,48500.0,2,purple
1003,Frederick Community College,5248.0,90900,36500,9619.0,987.5978,251.41,4819.5,36000.0,2,purple
1004,Freed-Hardeman University,1310.0,77500,34500,32282.0,1380.277,9503.04,18500.0,37100.0,2,purple
1005,Fresno Pacific University,2605.0,71100,37900,35508.0,2164.895,10284.82,14500.0,43900.0,2,purple
1006,Friends University,1339.0,82200,35000,31952.0,1774.246,7902.98,19250.0,41800.0,1,pink
1007,Full Sail University,17205.0,80400,28700,37072.0,2543.003,4087.98,15282.0,39300.0,1,pink
1008,Furman University,2796.0,156700,48100,57276.0,597.4651,16818.29,19500.0,51200.0,3,dark purple
1010,Gallaudet University,1001.0,71200,21000,31988.0,2189.083,4980.15,10559.0,31000.0,2,purple
1011,Galveston College,1769.0,45600,30900,8301.0,1452.326,1004.5,4500.0,32500.0,0,light pink
1013,Gannon University,2763.0,83300,49000,38895.0,1230.922,12568.02,22202.0,48100.0,1,pink
1014,Garden City Community College,1510.0,58000,32100,9669.0,1260.736,956.98,4064.0,31500.0,0,light pink
1015,Gardner-Webb University,2688.0,84800,37200,37620.0,957.4494,5954.48,15051.0,38700.0,1,pink
1016,Garrett College,544.0,53800,27400,11690.0,2239.459,923.95,5500.0,27400.0,0,light pink
1017,Gaston College,5501.0,63100,25300,14717.0,1716.954,567.42,2625.0,25900.0,2,purple
1019,Gateway Community College,7127.0,68300,29600,11373.0,1573.97,1166.96,3500.0,32800.0,2,purple
1020,Gateway Technical College,6525.0,73100,26900,13010.0,1725.9260000000002,1253.34,4667.0,30100.0,2,purple
1021,Gavilan College,4754.0,80500,29800,11762.0,800.9957,0.0,4500.0,30400.0,2,purple
1022,Gene Juarez Academy of Beauty-Mountlake Terrace,197.0,75600,17600,18638.0,2765.284,1841.49,10465.0,26500.0,2,purple
1023,Gene Juarez Academy of Beauty-Federal Way,277.0,75600,17600,19876.0,3497.888,1356.75,10465.0,26500.0,2,purple
1024,Genesee Community College,4032.0,64400,28400,11937.0,1666.32,402.32,5500.0,30800.0,2,purple
1025,Geneva College,1404.0,77800,37900,35261.0,1446.292,12762.54,18750.0,38700.0,1,pink
1027,George C Wallace State Community College-Hanceville,4920.0,58500,27300,11703.0,2291.653,2118.6,6750.0,32200.0,0,light pink
1028,George Fox University,2494.0,89000,39200,43033.0,1463.807,13637.47,17511.0,45100.0,1,pink
1029,George Mason University,21678.0,107500,56500,23212.0,1065.3010000000002,3809.82,15000.0,59900.0,1,pink
1030,George Washington University,10433.0,137300,63900,61394.0,570.9432,15806.9,22180.0,69600.0,3,dark purple
1031,Georgetown College,972.0,93600,44900,43776.0,1400.948,17842.0,20094.5,43000.0,1,pink
1032,Georgetown University,7211.0,195100,84400,62179.0,547.9235,14362.48,15000.0,93500.0,3,dark purple
1033,Georgia College & State University,5827.0,95100,40500,23731.0,886.8375,1991.96,15000.0,40500.0,1,pink
1034,Georgia Highlands College,5159.0,76000,29900,10538.0,2075.413,0.0,4500.0,34700.0,2,purple
1035,Georgia Institute of Technology-Main Campus,13996.0,126000,78900,23216.0,799.8693,3962.07,20500.0,79100.0,3,dark purple
1037,Georgia State University-Perimeter College,19025.0,68800,28500,10913.0,1567.4920000000002,3829.1,5250.0,34300.0,2,purple
1038,Georgia Piedmont Technical College,3409.0,47200,22300,15346.0,3446.038,0.0,4500.0,26100.0,0,light pink
1039,Georgia Southern University,17232.0,88100,40500,21932.0,1564.9260000000002,2187.25,15000.0,41900.0,1,pink
1040,Georgia Southwestern State University,2415.0,73400,37400,18420.0,1970.333,1457.28,12611.0,36400.0,2,purple
1041,Georgia State University,24619.0,82200,38900,24377.0,2137.416,761.6,14250.0,43300.0,2,purple
1042,Georgian Court University,1423.0,83300,41000,40068.0,1798.091,10006.28,15750.0,44400.0,1,pink
1043,Germanna Community College,5599.0,84600,33100,10532.0,809.5103,455.4,4750.0,30500.0,2,purple
1044,Gettysburg College,2437.0,138500,58800,58320.0,543.8958,18950.25,19500.0,56100.0,3,dark purple
1045,Glendale Career College,346.0,33200,17900,24153.0,2602.71,172.8,9500.0,28900.0,0,light pink
1046,Nevada Career Institute,283.0,33200,17900,26743.0,2473.417,373.86,9500.0,28900.0,0,light pink
1047,Glendale Community College,13471.0,40100,30500,9204.0,1484.757,0.0,4926.5,33200.0,0,light pink
1048,Glenville State College,1378.0,55900,34300,20317.0,1665.37,2312.8,11000.0,33800.0,0,light pink
1049,Globe University-Woodbury,691.0,72300,28700,26015.0,2109.713,3851.4,13916.0,30300.0,2,purple
1050,Globe University-Sioux Falls,132.0,72300,28700,25979.0,2406.286,2974.72,13916.0,30300.0,2,purple
1051,Globe University-Eau Claire,150.0,72300,28700,25734.0,2667.764,1889.42,13916.0,30300.0,2,purple
1052,Globe University-Minneapolis,51.0,72300,28700,25979.0,2275.157,829.08,13916.0,30300.0,2,purple
1053,Globe University-Madison East,212.0,72300,28700,25597.0,2871.502,984.7,13916.0,30300.0,2,purple
1054,Globe University-Green Bay,178.0,72300,28700,25422.0,2500.681,3390.12,13916.0,30300.0,2,purple
1055,Globe University-Madison West,178.0,72300,28700,25436.0,2614.367,3028.67,13916.0,30300.0,2,purple
1056,Globe University-Wausau,117.0,72300,28700,25841.0,2750.0690000000004,2424.4,13916.0,30300.0,2,purple
1057,Globe University-La Crosse,173.0,72300,28700,24971.0,2877.463,1839.2,13916.0,30300.0,2,purple
1058,Globe University-Appleton,194.0,72300,28700,24508.0,2817.763,2345.22,13916.0,30300.0,2,purple
1059,Gogebic Community College,878.0,62200,24700,12338.0,2007.023,481.0,5500.0,28500.0,2,purple
1060,Goldey-Beacom College,629.0,80300,44800,33225.0,1195.25,9724.8,12000.0,44500.0,1,pink
1061,Gonzaga University,4754.0,121100,54900,48357.0,768.2976,14465.28,23000.0,56100.0,3,dark purple
1062,Gordon College,1703.0,95900,37300,44699.0,878.4794,13270.57,23000.0,41700.0,1,pink
1063,Gordon State College,3864.0,74100,29000,15663.0,2083.48,1585.76,7000.0,31200.0,2,purple
1064,Goshen College,746.0,86900,37400,38153.0,1177.67,14174.26,15500.0,37700.0,1,pink
1065,Goucher College,1463.0,106300,41800,52462.0,1032.746,18407.36,18000.0,48900.0,1,pink
1066,Grace College and Theological Seminary,1478.0,73100,30800,33215.0,1338.256,9896.0,16987.0,34900.0,2,purple
1067,Graceland University-Lamoni,1415.0,77200,39300,35380.0,1700.769,12323.34,14969.5,36200.0,1,pink
1069,Grambling State University,3520.0,34300,30500,21692.0,3296.58,3846.6,20000.0,28100.0,0,light pink
1070,Grand Canyon University,38905.0,90000,36900,30945.0,2600.946,6286.59,9212.5,52700.0,1,pink
1071,Grand Rapids Community College,14813.0,83400,30700,8657.0,1392.739,571.52,3817.0,31300.0,2,purple
1072,Grand Valley State University,21561.0,96400,41300,21907.0,1381.108,2640.66,18064.0,42800.0,1,pink
1073,Grand View University,1977.0,71800,38900,32667.0,1690.281,9436.68,17550.0,43200.0,2,purple
1074,Grays Harbor College,1121.0,58600,28400,12423.0,1818.871,1004.01,6195.0,27800.0,0,light pink
1075,Grayson College,3699.0,66900,31200,12530.0,2048.219,1260.36,4500.0,32600.0,2,purple
1076,Great Basin College,2095.0,77300,28800,14521.0,837.6237,457.2,5500.0,31300.0,2,purple
1077,Great Falls College Montana State University,1479.0,54300,24200,13337.0,2161.797,433.92,6593.0,31100.0,0,light pink
1078,Green Mountain College,558.0,93200,31200,45906.0,1509.898,19409.45,12500.0,30300.0,1,pink
1079,Green River College,5228.0,90200,35900,15106.0,872.8182,430.92,5500.0,38100.0,2,purple
1080,Greenfield Community College,1850.0,69100,26800,13124.0,1489.716,273.28,3562.0,32300.0,2,purple
1081,Greensboro College,741.0,95400,37200,38810.0,1697.011,9648.75,15000.0,36900.0,1,pink
1082,Greenville University,1055.0,80000,33800,34512.0,1449.713,9699.63,14459.0,36800.0,1,pink
1083,Greenville Technical College,11186.0,64600,26800,13061.0,1545.33,469.9,8000.0,31500.0,2,purple
1084,Grinnell College,1670.0,126400,47300,56354.0,881.1260000000001,24315.1,10060.0,49100.0,3,dark purple
1085,Grossmont College,16357.0,77400,31700,7134.0,799.8253,206.91,3500.0,34000.0,2,purple
1086,Cuyamaca College,7588.0,77400,31700,7891.0,898.2242,435.0,3500.0,29000.0,2,purple
1087,Guilford College,1998.0,109900,36800,45395.0,1918.638,11194.68,16600.0,36400.0,1,pink
1088,Guilford Technical Community College,11813.0,63000,24700,16794.0,2459.678,935.28,5500.0,27200.0,2,purple
1089,Gulf Coast State College,4379.0,56700,28300,9463.0,1446.954,546.52,4525.0,29700.0,0,light pink
1090,Gustavus Adolphus College,2455.0,114000,53100,50008.0,971.968,20798.4,26000.0,51700.0,1,pink
1091,Gwinnett Technical College,6854.0,80600,28800,10242.0,2183.121,0.0,5284.0,33600.0,2,purple
1092,Gwynedd Mercy University,1941.0,94700,52700,41758.0,1333.636,9324.75,19500.0,54300.0,1,pink
1094,Hagerstown Community College,3710.0,71500,35300,11426.0,1253.903,594.36,5500.0,33700.0,2,purple
1095,Halifax Community College,1066.0,29900,18900,8288.0,3321.115,329.43,4000.0,24100.0,0,light pink
1096,Hallmark University,858.0,42400,33200,19443.0,1986.864,621.04,12148.0,32600.0,0,light pink
1097,Hamilton College,1890.0,164600,60300,59590.0,587.104,17086.5,14500.0,60200.0,3,dark purple
1098,Hamline University,2157.0,94300,47600,44883.0,1610.553,16768.83,16685.0,49200.0,1,pink
1099,Hampden-Sydney College,1105.0,141200,59900,52016.0,811.8834,18322.92,21000.0,52200.0,3,dark purple
1100,Hampshire College,1358.0,119300,31200,60048.0,910.6625,20570.52,16675.0,34500.0,1,pink
1101,Hampton University,3456.0,79500,45900,33798.0,1688.5020000000002,8095.75,20500.0,44700.0,1,pink
1102,Hannibal-LaGrange University,865.0,71800,30600,29079.0,1571.172,6217.6,13078.0,34300.0,2,purple
1103,Hanover College,1136.0,107800,46300,43582.0,1399.68,16874.0,25104.0,46400.0,1,pink
1104,Harcum College,1505.0,81800,31200,34214.0,2390.541,5283.26,13000.0,45100.0,1,pink
1105,Hardin-Simmons University,1576.0,91700,41600,32694.0,1303.887,7839.04,16797.5,43300.0,1,pink
1106,Harding University,4485.0,98200,41400,26364.0,1047.818,5905.68,18750.0,40900.0,1,pink
1108,Harford Community College,5750.0,90200,36000,6336.0,886.9604,656.82,3500.0,32600.0,2,purple
1109,William Rainey Harper College,11636.0,88900,34600,12310.0,950.6967,416.0,5500.0,37300.0,2,purple
1110,Harrington College of Design,298.0,89100,30200,29317.0,2133.258,2700.0,25250.0,36300.0,1,pink
1111,Harris-Stowe State University,1256.0,45200,29700,14587.0,3084.9590000000003,2288.2,8919.5,26700.0,0,light pink
1112,Harrisburg Area Community College,18349.0,72200,31000,14305.0,1318.427,340.32,6006.0,34900.0,2,purple
1117,Hartnell College,9161.0,51800,30500,14644.0,1156.809,341.25,3500.0,32100.0,0,light pink
1118,Hartwick College,1528.0,94400,45900,50483.0,1343.417,19119.36,19500.0,45800.0,1,pink
1119,Harvard University,7236.0,174000,81500,59950.0,437.8899,17132.06,7500.0,89700.0,3,dark purple
1120,Harvey Mudd College,802.0,139800,82400,63860.0,550.1646,20397.75,24500.0,88800.0,3,dark purple
1121,Hastings College,1135.0,82700,45000,36689.0,1171.309,13313.25,17750.0,44400.0,1,pink
1122,Haverford College,1187.0,174200,57200,61898.0,663.8498,19025.5,12150.0,60700.0,3,dark purple
1123,Hawaii Pacific University,4741.0,68600,41100,32448.0,1131.538,4659.12,13232.5,49900.0,2,purple
1124,Hawkeye Community College,3903.0,67600,34800,14117.0,1322.6070000000002,502.2,6913.5,36100.0,2,purple
1125,Haywood Community College,1859.0,53700,23300,13017.0,2408.811,704.46,5500.0,25400.0,0,light pink
1126,Heald College-Rancho Cordova,854.0,52400,33600,24844.0,3403.163,1849.1,9500.0,34500.0,0,light pink
1127,Heald College-Fresno,1301.0,52400,33600,23585.0,3998.203,1922.4,9500.0,34500.0,0,light pink
1128,Heald College-San Jose,1254.0,52400,33600,24515.0,3246.88,1570.52,9500.0,34500.0,0,light pink
1129,Heald College-San Francisco,748.0,52400,33600,25977.0,2910.269,1717.87,9500.0,34500.0,0,light pink
1130,Heald College-Concord,1230.0,52400,33600,24996.0,3161.848,1076.0,9500.0,34500.0,0,light pink
1131,Heald College-Honolulu,1401.0,52400,33600,23896.0,3080.1740000000004,2002.4,9500.0,34500.0,0,light pink
1132,Heald College-Roseville,1045.0,52400,33600,25578.0,3398.994,1920.62,9500.0,34500.0,0,light pink
1133,Heald College-Stockton,1025.0,52400,33600,25518.0,3606.384,1779.15,9500.0,34500.0,0,light pink
1134,Heald College-Hayward,943.0,52400,33600,23227.0,2905.347,1469.08,9500.0,34500.0,0,light pink
1135,Heald College-Salinas,682.0,52400,33600,24256.0,3680.117,1560.17,9500.0,34500.0,0,light pink
1136,Heald College-Portland,508.0,52400,33600,26356.0,3452.803,2286.65,9500.0,34500.0,0,light pink
1137,Heald College-Modesto,927.0,52400,33600,23381.0,3921.879,1901.68,9500.0,34500.0,0,light pink
1138,Heartland Community College,4326.0,80700,30200,11455.0,825.5898,1142.35,3998.0,26600.0,2,purple
1139,Heidelberg University,1096.0,80000,43000,37390.0,1758.37,12144.0,16250.0,39300.0,1,pink
1140,Helena College University of Montana,1065.0,57900,30900,14646.0,2523.944,737.88,9500.0,36900.0,0,light pink
1141,Henderson State University,3226.0,63900,36200,18679.0,2249.719,5247.68,8329.0,35700.0,2,purple
1142,Hendrix College,1322.0,107500,40900,52536.0,754.7844,23953.05,18225.0,39700.0,1,pink
1143,Henry Ford College,12333.0,76600,27800,8788.0,2143.138,875.52,5500.0,31400.0,2,purple
1144,Heritage College-Denver,482.0,53400,17900,22037.0,2142.525,0.0,9500.0,23800.0,0,light pink
1145,Heritage College-Kansas City,514.0,53400,17900,23303.0,2212.85,0.0,9500.0,23800.0,0,light pink
1146,Heritage College-Wichita,370.0,53400,17900,22884.0,2046.585,0.0,9500.0,23800.0,0,light pink
1147,Heritage College-Columbus,506.0,53400,17900,20695.0,2114.181,0.0,9500.0,23800.0,0,light pink
1148,Herkimer County Community College,2242.0,57400,29200,13117.0,1946.558,729.83,7365.0,31400.0,0,light pink
1149,Herzing University-Birmingham,302.0,65400,33500,26200.0,2343.166,1196.37,9500.0,37800.0,2,purple
1150,Herzing University-Atlanta,341.0,65400,33500,25228.0,2604.693,2128.88,9500.0,37800.0,2,purple
1151,Herzing University-Minneapolis,263.0,65400,33500,22736.0,2458.575,1387.44,9500.0,37800.0,2,purple
1152,Herzing University-Akron,315.0,65400,33500,24213.0,3178.53,1400.49,9500.0,37800.0,2,purple
1153,Herzing University-Madison,2350.0,65400,33500,23053.0,2577.115,1942.4,9500.0,37800.0,2,purple
1154,Herzing University-Winter Park,430.0,65400,33500,28047.0,2639.91,2299.99,9500.0,37800.0,2,purple
1155,Omaha School of Massage and Healthcare of Herzing University,146.0,65400,33500,27090.0,2264.784,990.57,9500.0,37800.0,2,purple
1156,Herzing University-Kenner,345.0,65400,33500,25313.0,3131.3390000000004,1218.05,9500.0,37800.0,2,purple
1157,Herzing University-Toledo,185.0,65400,33500,23192.0,3219.481,5419.96,9500.0,37800.0,2,purple
1158,Herzing University-Kenosha,435.0,65400,33500,21850.0,2708.981,2801.79,9500.0,37800.0,2,purple
1159,Herzing University-Brookfield,324.0,65400,33500,23209.0,2388.014,1332.15,9500.0,37800.0,2,purple
1160,Hesston College,426.0,66600,36600,35636.0,1535.898,12633.18,12000.0,41000.0,2,purple
1161,Hickey College,415.0,63700,34700,20955.0,2152.822,730.17,12887.0,33600.0,2,purple
1162,High Point University,4197.0,86100,40800,45350.0,488.1817,5506.64,19500.0,39000.0,1,pink
1163,Highland Community College,1456.0,62700,28500,10500.0,1868.542,975.0,4262.0,26800.0,2,purple
1164,Highland Community College,1797.0,66000,30800,9608.0,585.8473,522.56,5500.0,31800.0,2,purple
1165,Highline College,3510.0,76500,34700,13671.0,1082.012,752.78,5172.0,36900.0,2,purple
1166,Hilbert College,932.0,66300,40200,26092.0,1860.992,5429.89,19500.0,42600.0,2,purple
1167,Hill College,2989.0,58200,29400,12993.0,1832.97,1042.2,5500.0,29000.0,0,light pink
1168,Hillsborough Community College,24027.0,63700,30100,9606.0,1585.8870000000002,1161.78,5493.0,33300.0,2,purple
